house_size_marla,num_residents,working_residents,urban_rural,energy_saving_appliances,weekend,month,temperature,num_lights,hours_lights,num_fans,hours_fans,num_AC,hours_AC,num_fridge,num_washing_machine,hours_washing_machine,num_TV,hours_TV,num_computer,hours_computer,num_water_heater,hours_water_heater,num_oven,hours_oven,num_microwave,hours_microwave,num_iron,hours_iron,num_water_pump,hours_water_pump,total_appliances,avg_daily_kwh,kwh_per_resident,monthly_kwh
4,7,3,Urban,1,1,11,22.0,11,7.8,6,7.4,0,5.9,1,1,0.22000000000000003,3,6.2700000000000005,3,1.5,2,1.5,0,0.33,1,1.0,0,0.9,0,0.1,28,21.5,92.0,644.3
3,3,2,Rural,0,1,2,10.7,11,8.0,1,7.9,3,11.7,2,2,0.44000000000000006,1,7.370000000000001,2,7.2,2,3.0,0,0.8800000000000001,1,0.3,0,0.0,0,0.1,25,71.1,711.3,2133.9
32,8,3,Urban,0,0,8,29.2,11,3.4,7,5.52,4,6.359999999999999,1,1,1.0,3,5.0,0,5.0,1,0.8,2,1.5,1,1.7,0,0.3,1,0.6,32,59.4,222.9,1783.1
21,8,3,Urban,0,0,5,34.4,22,4.2,3,9.6,2,2.64,1,0,0.7,2,4.5,3,5.5,3,1.2,1,0.6,2,1.1,1,0.3,1,2.5,41,46.4,174.1,1393.0
19,8,1,Urban,0,0,4,30.8,17,3.1,5,9.6,1,0.7,1,1,1.0,3,7.1,0,5.0,3,0.7,0,0.8,0,0.4,0,1.0,0,2.9,31,21.0,78.8,630.8
16,8,3,Urban,0,1,8,28.5,19,6.1,6,5.64,3,0.6,2,0,0.11000000000000001,2,2.09,1,2.6,2,2.7,1,0.11000000000000001,1,0.9,0,0.4,1,2.5,38,46.6,174.8,1398.0
19,6,3,Urban,0,0,12,15.8,8,6.6,4,4.3,4,1.6,2,1,0.5,2,3.2,1,1.9,1,3.7,0,0.7,1,0.3,0,0.3,0,0.4,24,30.5,152.7,916.2
4,6,1,Urban,0,0,2,18.8,8,4.2,6,9.8,1,1.0,1,0,0.54,2,3.33,2,5.4,1,3.7,0,1.53,0,0.1,0,0.8,0,0.4,21,24.6,123.2,739.2
14,8,3,Urban,0,1,2,14.0,11,3.7,7,4.8,3,0.1,2,0,0.33,3,6.930000000000001,3,3.9,1,3.2,1,0.44000000000000006,0,0.6,1,0.8,1,2.2,33,30.4,114.0,911.8
8,8,1,Urban,0,1,1,13.2,18,3.2,4,6.4,1,4.0,1,0,0.22000000000000003,4,4.18,0,0.1,0,3.0,1,0.44000000000000006,1,1.7,0,0.5,1,0.2,31,15.5,58.0,464.0
4,8,2,Urban,0,1,5,31.3,20,6.4,3,11.04,3,4.44,2,2,0.55,3,4.07,2,7.3,2,3.5,0,1.32,1,1.9,1,0.6,1,1.6,40,70.8,265.7,2125.4
71,3,1,Rural,0,0,3,16.8,15,5.3,6,10.8,3,10.2,2,2,0.8,2,3.2,3,6.1,2,2.7,1,0.4,2,0.9,1,0.5,1,0.4,40,79.8,798.0,2394.0
23,7,1,Rural,1,1,9,29.0,25,7.1,7,7.0,3,1.3,2,1,0.4840000000000001,3,8.833000000000002,1,7.5,3,2.5,2,1.3310000000000004,2,0.9,0,0.2,0,2.7,49,53.5,229.4,1606.0
36,4,3,Rural,1,1,1,14.2,24,6.5,5,9.8,4,8.7,2,1,0.77,3,3.63,1,5.4,2,1.5,1,0.44000000000000006,1,0.8,0,0.4,1,3.0,45,70.3,527.4,2109.4
11,8,3,Rural,1,0,12,15.6,13,6.5,2,8.9,1,10.1,1,1,1.0,2,5.5,1,5.1,2,3.3,0,1.1,0,1.3,0,0.3,1,2.8,24,47.1,176.5,1411.7
14,7,3,Urban,1,0,1,14.1,21,5.6,5,8.8,1,2.0,1,0,0.5,3,1.0,0,0.1,2,3.4,1,1.9,1,1.2,0,0.3,1,0.3,36,40.8,174.9,1224.1
6,3,3,Urban,0,0,4,33.9,7,6.7,6,5.0,2,1.3,2,0,0.33,4,1.2100000000000002,0,6.5,0,0.6,0,0.33,0,1.5,1,0.1,0,1.6,22,12.6,126.1,378.3
3,3,1,Urban,1,0,7,31.1,17,6.2,6,7.8,3,2.16,1,1,0.3,2,2.8,0,2.3,2,1.3,1,0.8,1,0.5,1,0.3,1,0.8,36,33.1,330.7,992.2
6,8,2,Urban,1,0,8,28.0,5,4.5,1,5.04,2,0.36,2,0,0.4,1,6.5,2,1.2,1,1.0,0,1.4,0,0.3,1,1.0,1,1.1,16,12.8,47.9,383.2
47,5,3,Urban,0,1,11,26.4,11,7.8,2,8.6,3,2.7,1,0,0.66,4,8.25,3,7.1,2,2.5,2,1.4300000000000002,2,0.6,0,0.3,0,0.7,30,53.4,320.1,1600.6
36,3,1,Urban,1,0,2,18.9,25,6.1,4,8.1,2,5.3,2,0,0.9,3,7.3,2,0.5,3,2.8,1,0.4,1,1.8,1,0.1,1,0.7,45,56.5,565.2,1695.7
22,5,2,Urban,0,1,9,32.4,25,7.6,3,9.3,2,0.0,1,2,0.22000000000000003,2,7.370000000000001,3,1.3,1,2.0,1,2.09,1,1.3,0,0.5,1,0.3,42,31.5,189.3,946.3
19,3,2,Urban,0,0,8,29.7,7,7.8,3,5.88,3,10.56,2,1,0.18000000000000002,4,4.05,2,6.5,1,1.1,1,1.53,1,0.3,1,1.0,1,1.4,27,75.3,752.6,2257.7
63,5,2,Rural,0,0,10,29.2,23,4.7,7,11.3,2,0.1,1,1,1.0,2,5.0,0,1.4,3,0.3,2,1.5,2,0.5,1,0.6,1,1.8,45,31.1,186.4,932.1
4,5,1,Rural,1,0,4,29.3,6,7.5,1,10.9,3,8.5,1,2,0.1,2,7.7,3,2.5,2,1.6,1,1.8,0,0.5,0,0.7,0,1.4,21,57.0,341.8,1708.9
13,8,3,Urban,0,0,12,17.8,12,5.2,6,9.4,3,4.7,2,1,1.0,4,3.1,0,0.6,1,0.7,1,0.5,0,1.0,1,0.6,0,1.1,31,34.0,127.3,1018.7
10,8,1,Urban,0,0,4,31.7,16,7.5,3,5.8,1,2.1,1,0,0.8,3,6.4,3,6.9,1,3.7,1,1.7,1,0.3,1,0.4,1,2.3,32,41.2,154.5,1236.3
46,7,3,Urban,0,0,1,15.3,16,6.2,3,9.0,5,9.3,1,0,0.2,4,3.2,0,6.9,2,0.2,1,1.9,1,1.9,0,0.7,1,2.7,34,81.9,351.2,2458.3
70,5,2,Rural,1,1,4,25.0,21,4.4,6,11.5,2,9.1,2,1,0.33,4,3.9600000000000004,2,5.7,1,3.3,1,0.33,1,0.4,1,0.8,0,1.9,42,54.0,323.7,1618.5
5,6,2,Urban,0,0,3,19.8,12,7.5,3,7.5,2,3.5,1,1,0.0,3,8.8,3,7.8,0,1.7,1,0.66,1,1.2,1,0.6,0,0.6,28,26.0,130.0,779.7
53,3,1,Rural,1,0,10,29.0,17,6.9,2,6.5,4,5.7,1,0,0.6,3,6.7,3,7.0,1,2.2,1,1.3,1,1.7,0,1.0,1,0.7,34,58.4,583.5,1750.6
58,8,2,Rural,0,0,12,16.5,19,4.5,7,8.7,5,7.6,1,0,0.9,5,6.6,3,6.9,2,0.5,1,0.3,2,1.1,1,0.2,1,1.0,47,70.4,264.0,2112.1
9,4,1,Urban,0,1,11,22.6,11,4.4,4,4.2,1,6.0,2,1,0.11000000000000001,3,1.54,3,0.8,0,3.0,0,0.9900000000000001,1,1.0,1,0.1,0,0.4,27,17.3,129.9,519.7
13,3,3,Rural,0,0,11,18.0,8,7.3,5,11.1,3,5.3,1,1,0.22000000000000003,4,3.8500000000000005,0,1.1,3,2.1,0,0.8800000000000001,0,1.7,0,0.4,1,2.8,26,67.5,675.1,2025.2
19,7,2,Urban,0,0,10,27.1,17,5.7,2,6.7,4,3.7,2,0,0.6,2,1.9,0,7.5,2,1.2,0,1.9,0,1.5,1,0.0,1,0.9,31,47.3,202.5,1417.7
74,7,3,Rural,1,0,10,29.0,24,4.7,4,11.6,5,9.4,2,2,0.5,4,3.5,3,4.6,1,3.2,2,0.3,2,0.9,0,0.8,1,0.7,50,98.2,421.0,2947.2
5,5,2,Urban,0,1,8,39.3,20,4.7,6,13.799999999999999,3,2.64,1,2,0.77,3,6.16,3,2.8,2,1.1,0,1.6500000000000001,1,1.2,1,0.1,1,2.2,43,47.1,282.9,1414.4
41,7,3,Urban,0,1,8,33.0,18,6.6,5,5.28,4,9.36,1,0,0.66,5,7.920000000000001,3,3.6,2,2.3,1,1.54,2,1.1,0,0.7,1,2.8,42,117.5,503.4,3524.0
12,8,2,Urban,0,0,6,34.3,11,7.1,7,13.799999999999999,2,6.119999999999999,2,0,0.18000000000000002,3,2.07,1,0.9,2,2.0,1,1.71,0,0.4,0,0.4,0,2.0,29,53.1,199.0,1592.4
33,7,3,Urban,0,0,7,34.6,13,6.1,7,10.92,3,12.12,1,0,0.8,5,6.0,1,5.4,1,2.0,1,1.6,2,0.9,1,0.3,0,0.7,35,93.3,399.7,2797.8
18,3,2,Rural,1,0,6,37.6,8,4.7,3,11.639999999999999,2,12.12,2,2,0.1,3,7.0,1,0.7,2,2.7,0,0.6,0,1.3,1,0.9,1,0.3,25,67.9,678.8,2036.4
23,6,1,Rural,0,0,2,9.7,20,5.2,4,11.3,3,8.3,1,2,0.9,4,7.7,0,1.3,3,1.1,1,1.0,1,0.3,0,0.1,1,2.3,40,60.3,301.4,1808.2
59,6,3,Rural,0,1,4,28.9,25,4.8,6,6.4,2,9.4,2,2,0.44000000000000006,3,8.690000000000001,0,7.2,1,3.5,2,0.22000000000000003,1,0.7,0,0.0,0,1.3,44,63.9,319.3,1916.1
45,5,3,Urban,1,1,3,23.7,17,6.1,2,7.8,3,7.9,1,2,0.66,4,2.09,3,5.5,2,1.5,1,0.11000000000000001,1,0.5,0,0.6,1,1.6,37,56.5,338.8,1694.0
55,7,1,Urban,1,1,8,31.0,19,7.7,5,7.56,2,0.84,2,1,0.8800000000000001,2,7.370000000000001,3,4.5,1,2.8,1,0.77,2,0.4,0,0.5,0,0.1,38,31.2,133.7,935.8
3,7,1,Urban,0,0,4,28.2,8,6.2,1,5.8,0,6.9,2,2,0.2,3,4.3,1,3.9,0,2.3,0,0.5,1,1.2,1,0.8,1,1.5,20,15.1,64.6,452.1
38,6,1,Urban,0,1,10,22.4,10,7.6,6,11.6,5,4.3,2,0,0.33,2,7.700000000000001,3,1.5,2,2.4,2,0.66,1,0.1,1,0.6,0,2.3,34,67.6,338.0,2027.7
5,5,2,Urban,0,0,4,27.7,10,7.9,4,6.0,0,6.0,2,2,0.7,1,7.1,0,2.8,2,1.9,0,1.0,1,1.0,0,0.9,0,0.7,22,26.8,161.1,805.4
15,7,1,Urban,0,0,8,33.5,19,6.3,2,6.48,2,0.6,1,0,0.27,4,1.08,1,0.5,1,1.2,0,1.1700000000000002,0,0.5,0,0.4,1,1.1,31,19.9,85.4,597.7
25,5,2,Urban,1,0,10,28.7,25,5.4,6,7.7,5,10.1,2,0,0.18000000000000002,2,6.210000000000001,1,4.2,1,2.4,2,1.62,2,1.1,1,0.6,0,0.2,47,96.0,576.0,2879.8
18,8,2,Urban,0,0,11,20.8,17,7.8,3,11.9,2,10.9,2,2,0.2,4,4.8,2,6.0,2,1.3,1,0.7,1,1.0,0,0.0,0,0.5,36,59.1,221.6,1772.6
23,3,1,Urban,0,1,5,31.2,13,6.9,6,5.52,2,12.239999999999998,2,0,0.55,5,2.3100000000000005,2,4.6,2,1.9,2,0.8800000000000001,1,0.3,0,0.3,1,2.1,36,79.4,794.1,2382.4
70,8,1,Urban,1,0,10,26.9,21,7.8,4,10.6,2,7.0,1,0,0.33,5,4.840000000000001,3,7.8,1,3.4,1,1.32,1,0.6,0,0.1,0,0.1,39,52.4,196.4,1571.0
5,7,2,Urban,0,0,3,19.8,11,6.0,3,6.6,2,9.9,1,2,0.4,1,1.0,0,3.3,0,2.7,1,1.7,0,0.6,1,0.7,0,0.9,22,37.4,160.4,1122.6
32,7,3,Rural,1,0,8,34.1,24,7.1,6,9.0,4,7.08,1,1,0.45,3,4.32,2,3.3,2,3.9,1,0.7200000000000001,1,1.0,1,0.7,1,2.4,47,95.6,409.7,2867.9
14,7,3,Urban,0,1,6,35.1,13,3.8,7,11.88,2,11.52,2,2,0.11000000000000001,4,7.26,0,5.5,1,0.2,0,0.22000000000000003,1,1.3,0,0.3,0,3.0,32,56.2,240.8,1685.3
6,6,1,Urban,0,0,10,27.6,14,4.4,6,7.3,2,5.8,2,1,0.7,1,1.4,1,3.5,1,3.3,1,0.4,0,1.6,1,0.7,1,2.6,31,52.4,262.1,1572.7
5,6,3,Urban,0,0,8,28.1,15,7.6,2,6.96,3,12.48,1,2,0.5,4,7.9,2,5.2,2,2.5,0,1.8,1,1.9,0,0.1,0,0.9,32,92.2,460.9,2765.3
77,7,2,Urban,0,1,4,23.1,14,4.4,2,11.3,4,3.8,2,1,1.1,5,5.170000000000001,2,4.2,2,0.7,1,2.09,2,1.2,0,0.6,1,1.5,36,50.5,216.3,1514.0
52,7,3,Rural,0,0,12,16.0,23,4.8,2,10.9,3,11.5,1,0,0.6,3,4.6,0,3.2,3,1.2,1,1.3,2,0.2,0,0.2,0,1.6,38,69.5,298.0,2086.2
60,3,2,Urban,0,0,9,25.8,21,6.5,3,5.9,5,0.6,2,1,0.2,5,2.2,1,0.1,3,1.0,1,0.2,1,1.1,1,0.3,1,1.1,45,33.3,333.0,998.9
79,3,1,Rural,0,0,8,35.9,22,5.1,5,10.68,3,7.919999999999999,2,1,0.8,2,7.3,2,4.9,2,0.7,1,1.9,1,0.2,0,0.5,0,2.9,41,66.8,668.1,2004.4
5,5,1,Urban,0,0,2,18.8,13,7.6,5,11.6,3,6.3,1,0,0.4,1,4.7,3,5.1,1,3.4,0,1.1,1,1.7,0,0.3,0,0.5,28,52.4,314.4,1572.2
12,5,3,Urban,0,0,5,34.8,13,4.1,4,6.24,1,9.12,1,2,0.7200000000000001,2,6.66,3,1.8,3,0.7,1,0.18000000000000002,1,1.4,0,0.7,0,1.6,31,36.2,217.5,1087.5
34,6,1,Rural,1,1,4,23.8,19,5.9,4,5.4,4,6.2,2,1,0.55,2,5.61,1,4.8,3,1.6,1,0.22000000000000003,1,1.6,1,0.1,0,2.4,39,60.2,300.9,1805.5
18,4,1,Urban,0,1,3,16.2,11,5.0,4,5.1,1,7.6,2,2,0.66,3,8.14,0,0.1,3,3.5,0,1.9800000000000002,1,1.4,0,0.7,1,0.4,28,64.8,486.0,1944.2
18,3,2,Urban,1,1,12,15.6,22,5.5,7,6.1,3,11.3,2,1,0.8800000000000001,4,6.820000000000001,0,6.7,3,2.0,0,0.11000000000000001,1,0.1,0,0.4,0,1.1,43,71.0,710.1,2130.3
12,5,2,Rural,1,0,5,27.7,18,6.6,7,7.919999999999999,4,4.08,1,0,0.0,4,4.8,0,5.2,2,0.0,1,1.8,0,1.1,1,0.4,0,2.2,38,38.6,231.6,1158.2
27,3,2,Urban,1,1,5,34.7,17,5.5,2,4.919999999999999,2,10.44,2,2,0.24200000000000005,3,8.833000000000002,3,2.2,1,3.8,2,1.4520000000000002,2,0.9,0,0.1,1,2.2,37,71.3,713.5,2140.4
27,3,2,Urban,1,0,11,23.8,24,6.9,2,11.0,5,6.8,2,1,0.0,5,2.3,0,2.5,1,0.2,2,1.7,1,1.7,0,0.6,0,0.2,43,64.5,644.6,1933.9
6,8,1,Rural,0,0,5,36.5,16,3.6,2,10.92,2,8.76,1,1,0.7,3,5.2,1,2.3,2,1.6,1,1.5,0,0.3,0,0.3,0,2.9,29,54.5,204.4,1635.6
15,4,2,Urban,0,0,8,31.7,18,4.4,5,11.52,1,6.72,1,2,0.0,4,2.4,3,0.2,3,3.0,0,0.4,0,1.8,1,0.9,1,3.0,39,70.9,531.6,2126.3
21,3,2,Urban,0,0,7,35.6,21,7.4,7,12.0,3,5.3999999999999995,1,2,0.6,5,2.5,1,6.6,1,3.7,1,1.3,1,0.4,0,0.4,1,0.6,44,69.9,698.8,2096.5
27,8,2,Rural,0,0,8,32.5,20,4.2,6,5.3999999999999995,3,5.64,2,0,0.9,2,7.2,1,1.7,3,3.6,2,0.5,1,1.3,0,0.2,0,1.2,40,83.8,314.3,2514.6
8,4,3,Urban,0,1,12,10.7,18,3.1,3,11.8,3,4.7,1,0,0.33,3,7.370000000000001,3,1.5,2,0.2,0,1.54,0,0.2,1,0.5,1,2.9,35,34.7,260.4,1041.7
30,8,2,Urban,0,0,9,27.9,19,5.3,3,4.7,5,10.8,1,2,0.4,5,4.5,3,2.8,2,3.1,1,0.4,2,0.7,0,0.0,0,1.5,43,118.9,445.8,3566.1
1,8,1,Rural,0,1,2,17.2,15,4.7,4,5.1,0,11.4,2,0,0.8800000000000001,3,3.8500000000000005,1,6.9,0,3.5,0,1.2100000000000002,0,1.8,0,0.4,0,0.5,25,10.4,39.2,313.2
13,4,1,Rural,1,0,5,34.7,20,4.9,2,12.6,1,11.88,2,1,0.5,3,3.4,0,5.4,3,1.0,1,1.7,0,0.6,1,0.6,1,2.4,35,48.4,363.2,1453.0
40,3,2,Urban,0,0,7,35.0,23,4.8,4,9.96,5,2.16,2,0,0.77,4,7.370000000000001,2,0.9,1,0.1,2,1.1,1,0.0,1,0.4,0,0.9,45,40.3,403.5,1210.4
24,3,3,Rural,0,1,6,33.5,20,4.2,6,11.76,5,4.2,2,2,0.77,4,2.53,0,4.2,2,3.4,2,0.22000000000000003,2,1.4,1,0.5,0,2.7,46,82.0,820.1,2460.3
14,5,3,Urban,0,0,9,33.8,8,6.9,7,6.9,3,2.7,1,1,0.4,2,2.7,2,3.7,3,0.2,1,1.8,1,1.3,0,0.6,0,2.7,29,32.0,192.2,960.9
39,3,3,Urban,0,1,7,40.0,15,3.2,4,5.52,5,10.799999999999999,2,0,0.0,3,7.26,0,3.2,3,1.1,2,1.6500000000000001,1,1.9,1,0.7,1,2.2,37,142.9,1428.8,4286.5
26,3,3,Rural,1,0,5,33.4,17,5.5,4,9.96,3,0.12,1,1,0.8,4,6.8,2,5.5,1,2.4,2,1.3,2,1.4,1,0.0,0,2.0,38,28.7,286.9,860.8
42,3,2,Rural,0,0,2,20.5,16,5.6,6,4.4,5,6.2,2,0,0.8,4,1.1,1,5.4,3,2.1,2,1.6,1,0.1,1,0.4,1,1.0,42,85.0,850.3,2551.0
38,5,2,Urban,0,1,7,33.9,24,3.2,7,5.52,4,9.6,2,0,0.29700000000000004,4,1.1880000000000002,0,4.1,3,1.9,1,0.8910000000000001,1,1.1,0,0.7,1,2.6,47,113.8,682.5,3412.5
29,4,1,Urban,1,0,12,14.5,13,3.0,3,4.7,4,3.0,1,2,0.4,3,2.1,0,1.3,2,1.9,1,0.5,2,1.6,1,1.0,1,2.9,33,43.0,322.6,1290.3
17,5,1,Urban,0,1,4,28.0,7,5.6,6,5.9,2,10.3,2,1,0.36300000000000004,4,4.114000000000001,0,2.1,1,2.3,0,1.3310000000000004,0,1.9,1,0.7,1,2.6,25,60.0,359.8,1799.2
7,3,3,Urban,1,1,1,12.7,7,7.1,6,4.8,2,1.6,1,0,0.44000000000000006,3,2.09,0,0.7,1,0.3,0,1.2100000000000002,0,0.7,1,0.6,0,0.7,21,10.2,102.2,306.6
10,7,3,Rural,0,0,5,31.0,11,3.9,7,12.0,4,7.08,2,1,0.9,3,6.4,2,1.3,1,2.6,1,1.0,1,0.8,1,0.7,0,1.6,34,76.5,328.0,2296.0
15,3,1,Rural,0,1,1,13.2,12,3.2,6,9.7,1,4.7,1,2,1.0890000000000002,4,3.630000000000001,3,0.2,1,2.9,0,2.0570000000000004,0,0.6,0,0.8,1,2.6,31,35.1,351.2,1053.7
22,5,1,Rural,0,0,10,26.5,12,4.7,2,7.3,3,5.7,2,2,1.0,5,5.2,1,0.6,3,0.8,2,0.6,1,1.6,1,0.1,0,1.9,34,48.7,292.5,1462.3
23,8,3,Urban,1,0,11,27.6,11,5.0,3,11.3,5,8.2,1,1,0.4,3,7.5,0,4.8,1,1.3,2,2.0,2,0.6,1,0.9,0,1.3,30,74.6,279.8,2238.1
11,8,1,Urban,1,1,12,17.2,21,4.9,3,4.6,1,4.3,2,2,0.8800000000000001,3,6.16,1,1.9,3,2.1,0,2.09,0,0.5,1,0.0,1,1.0,38,40.8,153.0,1223.9
0,5,3,Rural,1,0,6,36.9,7,7.8,4,9.6,1,8.64,1,1,0.4,1,7.7,3,4.3,2,0.1,1,1.0,1,0.3,0,0.6,0,0.5,22,25.4,152.3,761.5
17,6,2,Urban,0,0,5,33.5,21,3.4,5,14.16,1,1.44,1,2,0.9,3,6.3,2,6.0,3,2.0,0,1.5,1,0.5,1,0.3,1,1.8,41,48.6,243.2,1458.9
13,8,3,Urban,1,0,8,34.3,11,5.1,2,6.359999999999999,2,1.7999999999999998,2,0,0.8800000000000001,4,5.720000000000001,2,5.0,3,0.9,0,0.77,1,0.1,1,0.9,0,0.9,28,25.4,95.4,763.4
32,7,2,Rural,0,1,3,14.2,12,4.4,7,7.1,2,1.0,1,0,0.22000000000000003,4,1.2100000000000002,1,6.8,3,3.8,1,0.8800000000000001,2,0.5,1,0.9,1,0.3,35,63.2,271.1,1897.5
3,5,2,Rural,0,0,6,32.0,12,5.3,1,8.64,1,6.96,1,1,0.5,3,2.2,2,0.1,1,0.4,0,1.0,1,1.1,1,0.7,1,1.4,25,27.2,163.3,816.3
24,8,2,Urban,0,0,1,15.9,16,4.7,5,6.6,5,11.6,1,0,0.18000000000000002,5,3.24,0,3.6,1,1.4,2,1.62,2,1.9,1,1.0,1,2.6,39,108.2,405.6,3245.0
73,8,1,Urban,1,0,11,19.0,18,3.6,5,4.9,2,1.6,1,1,0.5,3,4.5,3,3.1,3,2.0,1,1.8,2,1.2,1,0.7,1,0.0,41,37.0,138.7,1109.3
5,4,1,Urban,0,1,1,19.1,7,4.8,2,5.9,3,7.0,2,2,0.9680000000000002,3,2.7830000000000004,0,6.0,0,0.3,0,1.6940000000000002,0,0.1,1,0.1,1,2.8,21,42.6,319.7,1278.7
17,3,3,Urban,1,0,6,40.4,19,7.1,5,8.64,4,4.68,1,1,0.1,3,3.1,0,3.1,2,3.0,1,0.3,0,1.3,0,0.9,1,0.2,37,64.2,641.6,1924.8
4,8,2,Urban,1,0,7,35.0,18,5.4,5,9.839999999999998,1,10.44,1,1,0.2,4,7.5,3,3.4,1,0.3,1,1.2,1,1.4,0,0.4,1,0.8,37,35.6,133.6,1069.0
23,8,3,Urban,0,0,3,22.1,21,7.2,7,10.1,4,0.7,2,2,0.8,4,2.7,1,2.9,3,2.5,2,1.7,2,0.4,0,0.2,1,2.6,49,66.0,247.4,1978.9
27,4,2,Rural,0,1,10,24.8,17,5.0,4,8.1,5,4.8,1,1,0.11000000000000001,2,2.64,0,6.9,3,2.2,1,1.6500000000000001,1,1.5,1,0.5,1,1.5,37,81.1,608.4,2433.5
16,5,2,Urban,1,0,7,34.5,15,3.8,6,8.4,3,3.9599999999999995,2,0,0.4,2,6.3,1,2.4,3,0.7,1,1.6,1,2.0,0,0.2,0,1.2,34,41.7,250.0,1250.1
26,5,3,Urban,0,0,9,32.2,23,6.8,7,5.0,2,2.7,2,0,0.9,5,6.5,0,4.4,1,1.0,2,0.3,1,0.6,0,0.8,0,1.5,43,33.7,202.3,1011.6
60,4,3,Rural,0,0,2,14.8,21,7.0,5,11.7,5,7.7,2,1,0.4,4,6.2,1,5.8,1,2.3,2,0.2,1,0.9,1,0.9,1,2.6,45,85.9,644.3,2577.3
9,4,3,Urban,0,0,4,28.1,15,6.4,3,7.2,2,7.4,2,0,0.22000000000000003,1,6.16,3,3.4,0,3.2,0,1.9800000000000002,0,2.0,1,0.9,1,1.2,28,38.9,291.7,1166.7
3,6,3,Rural,0,0,8,29.9,12,5.0,1,13.56,2,5.76,1,1,0.8,2,6.2,2,1.7,2,0.1,1,1.2,1,1.5,1,0.8,1,1.0,27,34.5,172.6,1035.7
55,3,1,Rural,0,1,10,28.6,14,6.7,5,4.5,5,6.1,1,1,0.9900000000000001,5,7.920000000000001,0,4.7,1,2.3,2,0.22000000000000003,1,0.3,0,0.6,1,0.6,36,75.3,752.6,2257.9
24,4,2,Urban,1,0,5,26.7,15,6.0,5,13.2,3,4.08,1,1,0.5,3,1.0,3,5.0,3,1.9,1,0.9,1,1.8,1,0.7,1,2.2,38,56.9,426.9,1707.7
68,3,2,Rural,0,1,9,27.8,19,7.0,2,4.2,5,5.5,2,0,0.12100000000000002,3,3.5090000000000003,3,1.6,3,3.8,2,1.4520000000000002,1,1.0,1,0.1,1,2.8,42,119.5,1194.7,3584.0
28,8,1,Urban,0,0,1,16.2,18,5.8,5,7.2,4,9.4,1,0,0.8,5,6.7,0,2.3,3,1.7,1,0.4,1,0.8,0,0.9,0,1.9,38,78.0,292.4,2338.8
42,7,2,Rural,0,0,5,34.5,24,7.4,4,5.64,3,4.2,2,2,0.4,3,4.7,3,0.4,3,3.6,1,0.1,2,0.3,0,0.3,1,2.2,48,91.0,389.9,2729.2
15,5,1,Urban,0,0,5,34.1,20,4.7,2,10.56,2,4.08,2,0,0.9,1,6.6,1,0.8,2,3.0,0,1.3,0,1.2,1,0.9,0,2.6,31,49.7,298.5,1492.3
38,4,2,Urban,1,1,3,19.1,22,6.6,2,6.9,2,7.7,2,2,0.11000000000000001,3,6.6000000000000005,0,0.9,1,2.0,2,1.54,2,1.2,1,0.3,0,0.7,39,44.2,331.6,1326.3
61,7,1,Urban,0,0,1,10.7,23,5.0,3,10.8,4,9.9,2,0,0.11000000000000001,2,4.840000000000001,2,4.9,3,0.2,2,1.6500000000000001,1,1.7,1,0.2,1,2.8,44,71.6,307.1,2149.4
24,5,1,Urban,0,1,8,33.0,11,5.7,5,7.56,4,11.88,1,2,1.1,5,8.030000000000001,3,2.1,3,3.6,1,2.2,2,0.3,1,0.7,1,1.7,39,142.3,853.8,4268.8
7,6,2,Urban,0,0,9,30.8,13,5.2,2,11.8,3,4.6,2,2,0.4,2,5.6,1,2.0,1,3.8,0,0.1,1,1.1,0,0.9,1,1.2,28,51.7,258.5,1550.8
11,5,2,Rural,1,0,7,32.4,7,7.5,4,11.639999999999999,3,1.08,2,1,0.9,3,1.8,1,3.9,3,2.5,0,1.9,1,0.4,1,0.2,0,0.6,26,43.4,260.2,1301.0
5,4,2,Urban,0,1,12,16.1,15,7.6,6,6.5,3,2.3,2,1,0.66,4,8.25,1,5.2,1,3.7,1,1.9800000000000002,1,1.8,0,0.0,1,0.0,36,44.3,332.0,1328.2
8,7,3,Urban,1,0,10,27.3,19,5.2,3,10.3,0,2.1,2,1,0.6,4,8.0,2,1.4,2,1.7,0,1.8,0,0.5,1,0.5,1,2.7,35,30.0,128.6,900.4
14,7,2,Rural,1,0,4,28.1,16,5.2,2,10.6,4,1.8,2,2,0.9,4,5.3,1,7.6,2,2.7,0,0.7,1,0.6,0,0.4,1,0.5,35,43.9,188.2,1317.5
23,7,2,Urban,1,0,2,15.6,24,5.7,3,4.4,2,11.5,1,1,0.5,5,4.7,0,1.0,1,0.2,2,1.3,2,0.9,0,0.6,1,2.4,42,50.0,214.2,1499.2
25,5,2,Rural,0,1,3,19.3,15,3.8,5,4.1,3,4.3,2,1,0.8800000000000001,4,1.32,2,5.9,2,3.1,2,0.44000000000000006,1,0.0,1,0.3,1,0.0,39,53.3,319.6,1598.0
17,3,3,Urban,0,0,4,24.8,7,7.4,4,10.3,1,7.0,2,2,0.2,1,6.4,1,2.3,2,1.2,0,1.5,0,1.7,0,0.8,1,2.2,21,37.3,372.6,1117.7
21,3,2,Urban,0,0,6,37.2,10,6.6,3,13.319999999999999,3,6.24,2,1,0.9,2,5.7,0,3.7,2,3.7,2,1.2,2,1.0,1,0.3,1,0.2,29,79.7,797.5,2392.4
